no,text,polarity
478,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
479,RT jaran67 Coba bayangin kalau ini di terapkan dinegara kita 62 Kalian di anjurkan drmh agar negatif corona aja pada ngeyel Apa,Neutral
480,RT Hala tersebut membuat para petugas medis itu sempat menginap di rumah sakit kumparanViral https t co VmhndQLq4l,Neutral
481,RT Dirumah aja Negatif Corona Positif depresi,Neutral
482,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Positive
483,RT Whoahhh Berarti Anggota DPR yang maksa test Corona duluan itu lebih GOBLOK DARIPADA PKS Bayangin Kurang hina apa,Negative
484,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
485,RT Gila Aku pikir ini batal setelah banyak yang protes Ternyata bener anggota DPR akan tes hari Jumat Pak yang m,Negative
486,RT Pahami Perbedaan Batuk Biasa dan Batuk Gejala Infeksi Virus Corona https t co MsgEs10mZ5,Positive
487,Para petarung UFC menyampaikan rasa empati kepada korban virus Corona Seperti Khabib Nurmagomedov yang memakai mas https t co 8Qbb2xJIAC,Positive
488,RT Dirumah aja Negatif Corona Positif depresi,Neutral
489,RT Tes Masal Covid 19 atau Corona dimulai Rabu 24 Maret 2020 Namun hanya sebagian warga yang bisa mengikuti tes tersebut Bagi,Neutral
490,RT Warga AS Tewas Usai Tenggak Chloroquine untuk Cegah Corona https t co gNSJEgBCid,Neutral
491,RT Guru Besar UGM Meninggal Dunia Usai Positif Virus Corona https t co 6NXVRgfGEd,Neutral
492,RT Prosedur ketat dilakukan dalam penanganan jenazah Guru Besar Farmakologi UGM Prof Iwan Dwiprahasto yang meninggal di RSUP Dr,Neutral
493,RT Bukan masalah izin sih Ini masalah kesadaran diri dan tidak egois memikirkan kepentingan yg lain bukan cuma utk diri sendiri,Positive
494,RT https t co wp9ZLWnHHR Terimakasih PT Astra anda dan keluarga besar anda semoga semakin berjaya Terimakasih PT Warda,Negative
495,RT U ujian N nasional B batal K karena Corona,Neutral
496,Jauhi Corona dekati aku BubarkanCegahCorona,Negative
497,RT Ayoo gaes yang udah libur dan bisa dirumah aja plis banget social distancing biar bisa memutus rantai corona dan biar kita,Positive
498,RT Pemprov DKI kirim 40 ribu APD Alat Pelindung Diri ke RS Puskesmas untuk Tangani Corona https t co jEY0TPQvJB,Neutral
499,RT DPR lebih butuh tes urine daripada tes corona,Neutral
500,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Positive
501,RT Himbauan Forkopimka Sekar dlm rangka Pencegahan dan Penanganan Penyebaran Virus Corona Covid 19 Diwilayah Kec Sekar L,Neutral
502,RT Dirumah aja Negatif Corona Positif depresi,Neutral
503,Gencarkan Edukasi Cegah Corona oleh Koramil 03 Kalimanah Kodim 0702 Purbalingga bersama sama dengan Pemerintahan Ke https t co AI7UvlTF0q,Neutral
504,RT doraredre Banyak sekali berita yang tidak mengenakan yuk mulai baca berita baik tentang Corona agar makin optimis sehingga berdampak,Neutral
505,RT Dirumah aja Negatif Corona Positif depresi,Neutral
506,RT Kalau mau jujur saya memang sangat takut dengan virus corona Tapi saya lebih takut kalau tidak bisa kasih makan keluarga,Positive
507,RT Guru Besar UGM Meninggal Dunia Usai Positif Virus Corona https t co 6NXVRgfGEd,Neutral
508,RT Dampak corona bikin penghasilan ojek dan sopir taksi turun Jokowi tangguhkan cicilan kendaraan selama satu tahun https t,Neutral
509,RT mampus remedial moral semua itu https t co OnlHzXKmsy,Negative
510,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
511,Nanti ya abis corona,Neutral
512,RT Ayoo gaes yang udah libur dan bisa dirumah aja plis banget social distancing biar bisa memutus rantai corona dan biar kita,Positive
513,RT Jokowi Ungkap Alasan Tak Tetapkan Lockdown Corona https t co oDMGq371vw,Neutral
514,RT kesenjangan sosial yang nyata diperlihatkan oleh berita ini https t co nmo6Y8QsOk,Neutral
515,RT Anggota dpr dites corona malah positif korupsi,Negative
516,RT masa saat ini ketika kita membaca berita atau cerita tentang gejala virus corona atau COVID19 dan tiba2 kita merasa tenggoro,Positive
517,RT bakal dikenang sih lo angkatan yg un nya gaada grgr corona ya,Neutral
518,RT Lebih dari 600 dokter di Perancis menggugat mantan Menteri Kesehatan dan Perdana Menteri Mereka dianggap tidak mengambil lang,Neutral
519,RT Ironi Buruh Tetap Bekerja dan DPR Ajak Keluarga Tes Corona https t co vurWLCz4Xq,Neutral
520,RT jaran67 Coba bayangin kalau ini di terapkan dinegara kita 62 Kalian di anjurkan drmh agar negatif corona aja pada ngeyel Apa,Neutral
521,RT Dirumah aja Negatif Corona Positif depresi,Neutral
522,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Positive
523,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
524,Makan atuhh jgn sampe drop karna kita ga cuma bertahan dari wabah corona aja tp dari tugas2 onlen https t co 8xafyuHXyN,Positive
525,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
526,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Positive
527,RT Seluruh anggota DPR beserta keluarga akan menjalani rapid test virus Corona COVID 19 pekan ini Rencana itu menuai kecaman,Negative
528,RT ID Ketika proses belajar hanya lima anak yang aktif Pas ditanya ke mana jawabannya pada mabar kata satu guru SMP di Jateng,Neutral
529,RT CNN menghubungi juru bicara pemerintah khusus penanggulangan Covid 19 Achmad Yurianto tapi belum ada respons Gegayaan Pa,Neutral
530,RT Dampak corona bikin penghasilan ojek dan sopir taksi turun Jokowi tangguhkan cicilan kendaraan selama satu tahun https t,Neutral
531,RT Dirumah aja Negatif Corona Positif depresi,Neutral
532,RT Anggota dpr dites corona malah positif korupsi,Negative
533,RT Mustahil Covid 19 akan sembuh sebelum ramadhan Tgok angka setiap hari yang cecah 100 mustahil utk kita kekang corona Ak,Neutral
534,RT Kadin Indonesia bersama Yayasan Buddha Tzu Chi Indonesia menggalang dana untuk melawan virus corona Totalnya Rp 500 mili,Neutral
535,La Liga dihentikan sampai waktu yang belum ditentukan Bukan tidak mungkin liga liga lain akan menyusul kebijakan https t co 0klw8qJj7U,Neutral
536,RT TOLONG BANTU SHARE DONG GA TEGA AKU LIATNYA SEDANG ADA WABAH CORONA KAYAKGINI UNBK https t co 5xHsoEYYcx,Positive
537,RT Bukan masalah izin sih Ini masalah kesadaran diri dan tidak egois memikirkan kepentingan yg lain bukan cuma utk diri sendiri,Positive
538,RT Polri Akan Bubarkan Kerumunan untuk Cegah Corona BubarkanCegahCorona https t co 99fS18RqRC,Positive
539,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Positive
540,RT Selamat jalan Prof Iwan yg sabar dn murah senyum Trma ksih sdh mwarnai PPSMB kami dulu Dn maaf klau smpat kami dem,Positive
541,RT Dirumah aja Negatif Corona Positif depresi,Neutral
542,RT masa saat ini ketika kita membaca berita atau cerita tentang gejala virus corona atau COVID19 dan tiba2 kita merasa tenggoro,Positive
543,RT mampus remedial moral semua itu https t co OnlHzXKmsy,Negative
544,RT Tokopedia menutup permanen ribuan toko online yang terbukti memberi harga selangit atau mengeksploitasi dampak wabah virus co,Neutral
545,RT koko28 Jadi kita2 ini harus terima kasih sama Emak2 amp mbak2 kita karena 1 Saat piring baju dicuci pake sabun virus corona dkk,Positive
546,RT CNN menghubungi juru bicara pemerintah khusus penanggulangan Covid 19 Achmad Yurianto tapi belum ada respons Gegayaan Pa,Neutral
547,RT ping mutualan yok m21 yang kena lockdown karna corona hm Rt aja ya,Negative
548,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
549,RT Jefri nichol dites corona malah positif narkoba roasting,Neutral
550,RT news Keputusan Gubernur DIY tentang status tanggap darurat DIY terhardap virus Corona diberlakukan mulai tgl 20 Maret 2020 samp,Neutral
551,RT dirs Semua anggota DPR sepakat menunda test corona utk mereka dan keluarganya Mereka meminta Pemerintah mengutamakan test untuk d,Neutral
552,RT nanti kalo ditanya skhunnya mana jawabnya mmf aku angkatan corona,Neutral
553,RT Tokopedia menutup permanen ribuan toko online yang terbukti memberi harga selangit atau mengeksploitasi dampak wabah virus co,Neutral
554,RT Selamat jalan Prof Iwan yg sabar dn murah senyum Trma ksih sdh mwarnai PPSMB kami dulu Dn maaf klau smpat kami dem,Positive
555,RT Akibat tenggak obat Chloroquine Warga AS semaput langsung masuk kamar Mayat Mati Mati sia sia akibat Chloroquine Obat,Negative
556,RT Dirumah aja Negatif Corona Positif depresi,Neutral
557,RT Pak kenapa mereka didahulukan Orang2 ini resiko rendah Mereka gak pernah berdesakan di kereta Meskipun bagi,Positive
558,RT LIPI merilis daftar sementara bahan aktif amp produk rumah tangga utk disinfeksi virus corona penyebab Covid19 LIPI meng,Neutral
559,RT Guru Besar UGM Meninggal Dunia Usai Positif Virus Corona https t co 6NXVRgfGEd,Neutral
560,RT Dirumah aja Negatif Corona Positif depresi,Neutral
561,RT Besan dari Pemimpin Spiritual Iran Ayatollah Ali Khamenei meninggal karena virus corona COVID 19 Hal ini dikabarkan o,Neutral
562,Ya Allah setau sy ekspor yg dimaksud dulu adalah saat Indonesia mmbntu china yg tengah darurat corona https t co QSqeV2iXir,Positive
563,RT Jokowi Minta Menkes Perjelas Rincian Biaya Perawatan Corona https t co bFVOP9DpUz,Positive
564,RT Albahjah Do a Buya Yahya Untuk Tenaga Medis yang Menangani Pasien Corona Mari simak do a dan kata kata penyemangat dari Buya Y,Positive
565,RT Anggota dpr dites corona malah positif korupsi,Negative
566,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Positive
567,RT TOLONG BANTU SHARE DONG GA TEGA AKU LIATNYA SEDANG ADA WABAH CORONA KAYAKGINI UNBK https t co 5xHsoEYYcx,Positive
568,RT Beda Data dengan Pusat 4nies Sebut Pasien Corona Meninggal di DKI 15 Orang 4nies Selangkah Lebih Ngawur Kalau Tidak Be,Neutral
569,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Positive
570,Gamau tau pokonyaa abis corona ini ilang aku mau jalan jalan mau kumpul sama temen sahabat seharian kalo bisa mau nginep bareng,Positive
571,RT Alhamdulillah malam ini tiba 100 ribu alat rapid testing corona dan 50 ribu masker untuk digunakan di Jakarta Terima,Neutral
572,RT Jokowi Yakin Physical Distancing Jurus Ampuh Tangani Corona https t co He9bT5T6Ci,Neutral
573,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Positive
574,RT Anggota dpr dites corona malah positif korupsi,Negative
575,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Positive
576,RT Video ajakan menangkal virus corona ini lucu dan mendidik dan juga penuh sindiran sisi lain dari kehidupan umat Hindu,Neutral
577,RT jsp Pagi barusan saya di WA teman saya Angga dr Gunung Kidul Dari percakapan pendek ini semoga kita semakin memahami arti pen,Neutral
578,RT Anggota dpr dites corona malah positif korupsi,Negative
579,RT CNN menghubungi juru bicara pemerintah khusus penanggulangan Covid 19 Achmad Yurianto tapi belum ada respons Gegayaan Pa,Neutral
580,Manipulasi data pilpres kalok orang gk tau itu aman2 ajah Nah ini manipulasi korban corona kalok or https t co sHyqR77xoj,Negative
581,tadinya mau taun depan karena corona semua berubah,Neutral
582,RT Positif Virus Corona Maldini Optimistis Sembuh Satu Pekan https t co dSfdfO2h5v,Neutral
583,RT nanti kalo ditanya skhunnya mana jawabnya mmf aku angkatan corona,Neutral
584,RT BreakingNews Presiden Jokowi memutuskan untuk meniadakan pelaksanaan ujian nasional UN tahun 2020 Keputusan ini untuk men,Neutral
585,RT Info Anak Sosmed yang bilang dirinya ga dibayar diliput media online Gitu doank Faedahnya apa Woy Pers kau beri ruan,Neutral
586,RT BreakingNews Presiden Jokowi memutuskan untuk meniadakan pelaksanaan ujian nasional UN tahun 2020 Keputusan ini untuk men,Neutral
587,RT Video ajakan menangkal virus corona ini lucu dan mendidik dan juga penuh sindiran sisi lain dari kehidupan umat Hindu,Neutral
588,RT Ini semacam korupsi memalukan banget karena menggunakan kedudukannya untuk mendapatkan keuntungan bagi diri dan keluarga,Positive
589,RT masa saat ini ketika kita membaca berita atau cerita tentang gejala virus corona atau COVID19 dan tiba2 kita merasa tenggoro,Positive
590,RT Tengok member study lagi seram dari corona,Neutral
591,RT Innalillahi wa innailaihi roji un Guru Besar UGM yang Positif Corona Meninggal Semoga amal ibadah Almarhum diterima Ny,Neutral
592,Paitnnya satu orang terpapar megang produk yg diproduksi ya terpapar semuanya karna kan ada https t co tJX1GopyAP,Positive
593,RT masa saat ini ketika kita membaca berita atau cerita tentang gejala virus corona atau COVID19 dan tiba2 kita merasa tenggoro,Positive
594,RT Suka tidak suka semua orang akan kena COVID19 Nanti sembuh sendiri kok Corona sama aja kayak flu Nggak apa2 c,Negative
595,RT Pesan Manis BTS untuk Tim Medis dan ARMY Hadapi Corona https t co WQwwzaSZQY,Neutral
596,RT Di saat para pengusaha bahu membahu galang dana bantu pemerintah Para politikus busuk Fadli Zon Mardani Ali Sera HNW sibu,Neutral
597,RT Video ajakan menangkal virus corona ini lucu dan mendidik dan juga penuh sindiran sisi lain dari kehidupan umat Hindu,Neutral
598,RT Video ajakan menangkal virus corona ini lucu dan mendidik dan juga penuh sindiran sisi lain dari kehidupan umat Hindu,Neutral
599,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
600,RT Whoahhh Berarti Anggota DPR yang maksa test Corona duluan itu lebih GOBLOK DARIPADA PKS Bayangin Kurang hina apa,Negative
601,RT BreakingNews Presiden Jokowi memutuskan untuk meniadakan pelaksanaan ujian nasional UN tahun 2020 Keputusan ini untuk men,Neutral
602,RT Guru Besar UGM Meninggal Dunia Usai Positif Virus Corona https t co 6NXVRgfGEd,Neutral
603,RT 99 Kasus corona itu penting Namun kali ini bukan itu yang saya bahas Di tengah tengah wabah yang terjadi rencana pemerintah,Neutral
604,RT Anggota dpr dites corona malah positif korupsi,Negative
605,RT Ternyata masker dipakai bukan hy untuk orang yg sdh positif sakit corona saja tapi untuk yg sembuh juga Luar biasa menkes,Positive
606,RT Dirumah aja Negatif Corona Positif depresi,Neutral
607,corona memmang berbahay https t co I8b0Rgl2N7,Positive
608,RT Antisipasi Penyebaran Virus Corona Kendaraan Keluar Masuk Magelang Disemprot Disinfektan https t co OcC32NgUxL Jaten,Neutral
609,RT mdk Kalo di jakarta ada bintangemon yg ngebahas corona dari sisi komedi mari kita sambut versi jowone alias enak banget mas,Positive
610,Lagi krisis kehidupan wkwk corona dimana mana pintu akherat terbuka malekat lagi sibuk ngurus notulensi https t co RjES49nwbB,Positive
611,RT Mustahil Covid 19 akan sembuh sebelum ramadhan Tgok angka setiap hari yang cecah 100 mustahil utk kita kekang corona Ak,Neutral
612,RT Kalau mau jujur saya memang sangat takut dengan virus corona Tapi saya lebih takut kalau tidak bisa kasih makan keluarga,Positive
613,RT Dokter dan Perawat Dinilai Lebih Butuh Rapid Test Corona Dibandingkan Anggota DPR https t co vMgFVhjWZU,Positive
614,RT nakula Setelah melakukan LockDown secara pribadi ternyata yang paling berat adalah melawan rasa bosan Coba aku punya perempuan,Negative
615,RT Warga AS Tewas Usai Tenggak Chloroquine untuk Cegah Corona https t co gNSJEgBCid,Neutral
616,RT Anggota dpr dites corona malah positif korupsi,Negative
617,RT BreakingNews Presiden Jokowi memutuskan untuk meniadakan pelaksanaan ujian nasional UN tahun 2020 Keputusan ini untuk men,Neutral
618,Demi Keselamatan Siswa dari Corona Pemerintah Tiadakan UN SD Hingga SMA https t co l55uIYkkRZ https t co E7HMET2RH9,Neutral
619,RT Dirumah aja Negatif Corona Positif depresi,Neutral
620,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
621,RT Tokopedia OVO dan Grab mendonasikan masing masing Rp 1 miliar total Rp 3 miliar untuk membantu memerangi COVID 19 https,Positive
622,RT TOLONG BANTU SHARE DONG GA TEGA AKU LIATNYA SEDANG ADA WABAH CORONA KAYAKGINI UNBK https t co 5xHsoEYYcx,Positive
623,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Positive
624,RT Bukan masalah izin sih Ini masalah kesadaran diri dan tidak egois memikirkan kepentingan yg lain bukan cuma utk diri sendiri,Positive
625,Wabah corona menunjukkan wajah kapitalisme sebenarnya tidakkah engkau merindukan islam untuk mengatur kehidupan https t co KEIEkFMplg,Positive
626,RT mdk Kalo di jakarta ada bintangemon yg ngebahas corona dari sisi komedi mari kita sambut versi jowone alias enak banget mas,Positive
627,RT Senayan City Lippo Puri Mal dan Central Park tutup mulai 23 Maret hingga 5 April untuk cegah penyebaran corona kumparanNE,Neutral
628,RT mdk Kalo di jakarta ada bintangemon yg ngebahas corona dari sisi komedi mari kita sambut versi jowone alias enak banget mas,Positive
629,RT Ayoo gaes yang udah libur dan bisa dirumah aja plis banget social distancing biar bisa memutus rantai corona dan biar kita,Positive
630,RT mampus remedial moral semua itu https t co OnlHzXKmsy,Negative
631,RT Dirumah aja Negatif Corona Positif depresi,Neutral
632,RT Dirumah aja Negatif Corona Positif depresi,Neutral
633,RT UNBK kini berada di peringkat teratas trending topik Twitter Indonesia kumparanTECH https t co 8iuLwKNPS8,Neutral
634,Ada gak yang lagi putus atau rencana mau mutusin pasangannya pake alasan karena wabah corona dan saatnya bertaubat,Negative
635,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
636,RT masa saat ini ketika kita membaca berita atau cerita tentang gejala virus corona atau COVID19 dan tiba2 kita merasa tenggoro,Positive
637,RT Anggota dpr dites corona malah positif korupsi,Negative
638,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Positive
639,RT Video ajakan menangkal virus corona ini lucu dan mendidik dan juga penuh sindiran sisi lain dari kehidupan umat Hindu,Neutral
640,RT Dirumah aja Negatif Corona Positif depresi,Neutral
641,RT Bukan masalah izin sih Ini masalah kesadaran diri dan tidak egois memikirkan kepentingan yg lain bukan cuma utk diri sendiri,Positive
642,RT Wish 2020 Corona selesai terus bahagia dan punya duit banyak Udah itu aja dulu gamau yang macem macem,Positive
643,Teruntuk kamu yang biasanya ngajak putus alesanya mau Fokus UN Sekarang UN di tiadakan Ku tunggu alasan terbarumu https t co KmwoAKkE1u,Negative
644,RT Video ajakan menangkal virus corona ini lucu dan mendidik dan juga penuh sindiran sisi lain dari kehidupan umat Hindu,Neutral
645,RT news Efek virus corona kini sudah hampir merata di yogyakarta termasuk Pasar Beringharjo yang sudah mulai menutup toko toko da,Neutral
646,RT abis corona clear aku mau peluk pacarku 10 jam gamau tau,Negative
647,Corona now Hantavirus Wa dem ppl ya deh pon https t co k36LpC8DOb,Negative
648,RT mampus remedial moral semua itu https t co OnlHzXKmsy,Negative
649,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
650,RT Video ajakan menangkal virus corona ini lucu dan mendidik dan juga penuh sindiran sisi lain dari kehidupan umat Hindu,Neutral
651,RT Ketika Habib Ali al Jufri Bertanya Habib Umar Ihwal Corona https t co gH4PSJ67L2 https t co zrL9XyfMxr,Neutral
652,RT Anggota dpr dites corona malah positif korupsi,Negative
653,U Ujian N Nasional B Batal K Karena corona UNBK,Neutral
654,Tugas Negara adalah melindungi rakyatnya jangan biarkan corona menginvasi tanpa perlindungan LawanHerdImmunity https t co pq9oQI2kEV,Positive
655,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Positive
656,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
657,Woy corona cepetan napa lu pergi ah,Positive
658,RT Mustahil Covid 19 akan sembuh sebelum ramadhan Tgok angka setiap hari yang cecah 100 mustahil utk kita kekang corona Ak,Neutral
659,Pengen ciuman tapi takut corona,Negative
660,RT Terlalu cepat dipublikasikan Presiden Jokowi sudah sidak Ternyata belum siap Kasihan rakyat yg PDP antri tanpa kejelasan,Neutral
661,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Positive
662,RT Dirumah aja Negatif Corona Positif depresi,Neutral
663,RT Tes Masal Covid 19 atau Corona dimulai Rabu 24 Maret 2020 Namun hanya sebagian warga yang bisa mengikuti tes tersebut Bagi,Neutral
664,RT Warga AS Tewas Usai Tenggak Chloroquine untuk Cegah Corona https t co gNSJEgBCid,Neutral
665,RT Guru Besar UGM Meninggal Dunia Usai Positif Virus Corona https t co 6NXVRgfGEd,Neutral
666,RT Mengapa sekolah sekolah seharusnya lebih rileks urusan tugas akademis apalagi di tengah pandemi Corona A THREAD,Neutral
667,RT Prosedur ketat dilakukan dalam penanganan jenazah Guru Besar Farmakologi UGM Prof Iwan Dwiprahasto yang meninggal di RSUP Dr,Neutral
668,RT Bukan masalah izin sih Ini masalah kesadaran diri dan tidak egois memikirkan kepentingan yg lain bukan cuma utk diri sendiri,Positive
669,RT https t co wp9ZLWnHHR Terimakasih PT Astra anda dan keluarga besar anda semoga semakin berjaya Terimakasih PT Warda,Negative
670,RT U ujian N nasional B batal K karena Corona,Neutral
671,Jauhi Corona dekati aku BubarkanCegahCorona,Positive
672,RT Ayoo gaes yang udah libur dan bisa dirumah aja plis banget social distancing biar bisa memutus rantai corona dan biar kita,Positive
673,RT Pemprov DKI kirim 40 ribu APD Alat Pelindung Diri ke RS Puskesmas untuk Tangani Corona https t co jEY0TPQvJB,Neutral
674,RT DPR lebih butuh tes urine daripada tes corona,Neutral
675,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Positive
676,RT Himbauan Forkopimka Sekar dlm rangka Pencegahan dan Penanganan Penyebaran Virus Corona Covid 19 Diwilayah Kec Sekar L,Neutral
677,RT Dirumah aja Negatif Corona Positif depresi,Neutral
678,Gencarkan Edukasi Cegah Corona oleh Koramil 03 Kalimanah Kodim 0702 Purbalingga bersama sama dengan Pemerintahan Ke https t co AI7UvlTF0q,Neutral
679,RT doraredre Banyak sekali berita yang tidak mengenakan yuk mulai baca berita baik tentang Corona agar makin optimis sehingga berdampak,Neutral
680,RT Dirumah aja Negatif Corona Positif depresi,Neutral
681,RT Kalau mau jujur saya memang sangat takut dengan virus corona Tapi saya lebih takut kalau tidak bisa kasih makan keluarga,Positive
682,RT Guru Besar UGM Meninggal Dunia Usai Positif Virus Corona https t co 6NXVRgfGEd,Neutral
683,RT Dampak corona bikin penghasilan ojek dan sopir taksi turun Jokowi tangguhkan cicilan kendaraan selama satu tahun https t,Neutral
684,RT mampus remedial moral semua itu https t co OnlHzXKmsy,Negative
685,RT Apa yang sebenarnya pemerintah perjuangankan dalam membantu rakyatnya melawan virus corona Sebuah utas lagi,Negative
686,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
687,RT Dirumah aja Negatif Corona Positif depresi,Neutral
688,RT mdk Kalo di jakarta ada bintangemon yg ngebahas corona dari sisi komedi mari kita sambut versi jowone alias enak banget mas,Positive
689,RT Walikota Pasien Corona yang Meninggal di Jakarta Barat 5 Orang https t co 8pEeuEqnRv vivanews,Neutral
690,RT Di tunggu ya bpak yg terhormat masa iya baju tnpa d minta bisa bagi gratis Ini masker pak lgi d butuhkn bngat Ne,Negative
691,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Positive
692,RT BreakingNews Presiden Jokowi memutuskan untuk meniadakan pelaksanaan ujian nasional UN tahun 2020 Keputusan ini untuk men,Neutral
693,Meanwhile disini CORONA TIDAK AKAN BERANI MASUK GEREJA DAN MENYENTUH UMATNYAAA https t co mOPs3yJJuF,Positive
694,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Positive
695,RT Virus corona akan musnah Kemudian datanglah ramadhan dengan segala kebaikan di dalamnya dengan izin Allah Amiin,Positive
696,RT Ayoo gaes yang udah libur dan bisa dirumah aja plis banget social distancing biar bisa memutus rantai corona dan biar kita,Positive
697,RT Info Anak Sosmed yang bilang dirinya ga dibayar diliput media online Gitu doank Faedahnya apa Woy Pers kau beri ruan,Neutral
698,RT BreakingNews Presiden Jokowi memutuskan untuk meniadakan pelaksanaan ujian nasional UN tahun 2020 Keputusan ini untuk men,Neutral
699,RT Video ajakan menangkal virus corona ini lucu dan mendidik dan juga penuh sindiran sisi lain dari kehidupan umat Hindu,Neutral
700,RT Ini semacam korupsi memalukan banget karena menggunakan kedudukannya untuk mendapatkan keuntungan bagi diri dan keluarga,Positive
701,RT masa saat ini ketika kita membaca berita atau cerita tentang gejala virus corona atau COVID19 dan tiba2 kita merasa tenggoro,Positive
702,RT Tengok member study lagi seram dari corona,Neutral
703,RT Innalillahi wa innailaihi roji un Guru Besar UGM yang Positif Corona Meninggal Semoga amal ibadah Almarhum diterima Ny,Neutral
704,Paitnnya satu orang terpapar megang produk yg diproduksi ya terpapar semuanya karna kan ada https t co tJX1GopyAP,Positive
705,RT masa saat ini ketika kita membaca berita atau cerita tentang gejala virus corona atau COVID19 dan tiba2 kita merasa tenggoro,Positive
706,RT Suka tidak suka semua orang akan kena COVID19 Nanti sembuh sendiri kok Corona sama aja kayak flu Nggak apa2 c,Negative
707,RT Pesan Manis BTS untuk Tim Medis dan ARMY Hadapi Corona https t co WQwwzaSZQY,Neutral
708,RT Di saat para pengusaha bahu membahu galang dana bantu pemerintah Para politikus busuk Fadli Zon Mardani Ali Sera HNW sibu,Neutral
709,RT Video ajakan menangkal virus corona ini lucu dan mendidik dan juga penuh sindiran sisi lain dari kehidupan umat Hindu,Neutral
710,RT Video ajakan menangkal virus corona ini lucu dan mendidik dan juga penuh sindiran sisi lain dari kehidupan umat Hindu,Neutral
711,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
712,RT Whoahhh Berarti Anggota DPR yang maksa test Corona duluan itu lebih GOBLOK DARIPADA PKS Bayangin Kurang hina apa,Negative
713,RT BreakingNews Presiden Jokowi memutuskan untuk meniadakan pelaksanaan ujian nasional UN tahun 2020 Keputusan ini untuk men,Neutral
714,RT Guru Besar UGM Meninggal Dunia Usai Positif Virus Corona https t co 6NXVRgfGEd,Neutral
715,RT 99 Kasus corona itu penting Namun kali ini bukan itu yang saya bahas Di tengah tengah wabah yang terjadi rencana pemerintah,Neutral
716,RT Anggota dpr dites corona malah positif korupsi,Negative
717,RT Ternyata masker dipakai bukan hy untuk orang yg sdh positif sakit corona saja tapi untuk yg sembuh juga Luar biasa menkes,Positive
